,absolute_tidy_tweets,stopped_tweets,positive,negative,total,StSc,sentiment
378,ayoko naaa AcademicBreakNow t co tnU WYdoh,ayoko naaa academicbreaknow co tnu wydoh,0,0,7,0.0,0
380,wala na akong time sa anime AcademicBreakNow,wala akong time anime academicbreaknow,0,0,7,0.0,0
381,pagod na ako AcademicBreakNow,pagod academicbreaknow,0,0,4,0.0,0
382,kakatapos ko lang gumasa ng activities huhuhu taena AcademicBreakNow,kakatapos lang gumasa activities huhuhu taena academicbreaknow,0,0,9,0.0,0
385,same gagi HAHAHAHA AcademicBreakNow,gagi hahahaha academicbreaknow,0,0,4,0.0,0
386,Non academic but academic adjacent because academicbreaknow Our pick is this I mean they don t need any context I got an entire degree in psychology and it went like t co UKO V wfoJ,non academic academic adjacent academicbreaknow pick mean need context got entire degree psychology went like co uko v wfoj,1,0,35,1.0,1
389,na miss ko sila academicbreaknow t co Svj kBr Dj,miss academicbreaknow co svj kbr dj,0,0,10,0.0,0
391,OMG OK I teach Quantitative subject but I have never checked if student is pretty or no and a lot of no pretty students came to my office hours I didn t care and I didn t pay attention Everyone is welcome AcademicTwitter AcademicBreakNow EconTwitter t co HIYWhYc S,omg ok teach quantitative subject never checked student pretty lot pretty students came office hours care pay attention everyone welcome academictwitter academicbreaknow econtwitter co hiywhyc,4,0,49,1.0,1
394,AcademicBreakNow na missed ko sunki live nyeta,academicbreaknow missed sunki live nyeta,0,0,7,0.0,0
395,may AA na nga may monthly test pa labasan ng grades for st quarter AYOKO NAAAAAA AcademicBreakNow t co n PBKL LpW,aa nga monthly test labasan grades st quarter ayoko naaaaaa academicbreaknow co n pbkl lpw,0,0,22,0.0,0
396,Sa sobrang busy ko nakalimutan ko na now pala ang flight ng aking babies AcademicBreakNow charot BWHSHCHXHDUCHDGAYSJSHDH t co ru Km Bfg,sobrang busy nakalimutan pala flight babies academicbreaknow charot bwhshchxhduchdgaysjshdh co ru km bfg,0,0,22,0.0,0
398,I missed it AcademicBreakNow t co JJFk BhL E,missed academicbreaknow co jjfk bhl e,0,0,9,0.0,0
402,AcademicBreakNow pls lang miss ko na lahat sa kpop World,academicbreaknow pls lang miss kpop world,0,0,10,0.0,0
406,sorry po malabo kasi mata ko kaya doon una tingin haixt i failed as a carat academicbreaknow streamlimbo,sorry po malabo kasi mata tingin haixt failed carat academicbreaknow streamlimbo,2,-3,18,-0.2,0
407,october na next week sakto pagod na ako AcademicBreakNow,october next week sakto pagod academicbreaknow,0,0,9,0.0,0
412,This time masasabi ko na ang AcademicBreakNow hahahaha joke,time masasabi academicbreaknow hahahaha joke,0,0,9,0.0,0
414,calling out students who are struggling with their extensive homework Please direct message us if you have any questions about our availability and rates commstwt studytwtph studytwt commisionsopen AcademicBreakNow t co lw drIXeXi,calling students struggling extensive homework please direct message us questions availability rates commstwt studytwtph studytwt commisionsopen academicbreaknow co lw drixexi,0,0,33,0.0,0
417,Yung dalwang araw ako hindi nakapasok dahil may sakit ako tapos pag uwi ng mga kaklase ko tinambakan ba naman ako ng mga assignment mapapa hashtag AcademicBreakNow ka nalang talaga,yung dalwang araw nakapasok sakit tapos pag uwi kaklase tinambakan ba naman assignment mapapa hashtag academicbreaknow nalang talaga,1,-2,30,-0.3333333333333333,0
418,sana pinabillboard mo de beh may pasok ako sa con haha kita ko sched ko parang magiging sagabal sa pagkkpop ko AcademicBreakNow t co TEx Sxy c,sana pinabillboard mo de beh pasok con haha kita sched parang magiging sagabal pagkkpop academicbreaknow co tex sxy c,0,-3,27,0.0,0
419,damn who said AcademicBreakNow t co TxnXploIrI,damn said academicbreaknow co txnxploiri,0,0,7,0.0,0
420,nanyoooo nag live si bebe jungwonnn kooooo Di ko mn lng naabutannn I need AcademicBreakNow,nanyoooo nag live si bebe jungwonnn kooooo di mn lng naabutannn need academicbreaknow,0,0,15,0.0,0
421,taena first day of class tapos pagod ko parang isang buwan na taena AcademicBreakNow PagodNako,taena first day class tapos pagod parang buwan taena academicbreaknow pagodnako,0,-3,15,0.0,0
426,ampanget ng sched q whole week may pasok tapos pm pa auq na academicbreaknow,ampanget sched q whole week pasok tapos pm auq academicbreaknow,0,0,14,0.0,0
427,it s literally the first day after exam and whole day pa kami tangina DRAIN NA DRAIN NA AKO AcademicBreakNow,literally first day exam whole day tangina drain drain academicbreaknow,0,0,20,0.0,0
430,sabog sabog na gid ya akon grupo shota academicbreaknow,sabog sabog gid ya akon grupo shota academicbreaknow,0,0,9,0.0,0
431,lutang aq buong klase wala aq naintindihan AcademicBreakNow,lutang aq buong klase wala aq naintindihan academicbreaknow,0,-2,8,0.0,0
432,sagabal nga ang school wala na ako time sa pagbabasa academicbreaknow,sagabal nga school wala time pagbabasa academicbreaknow,0,-2,11,0.0,0
438,Kaka gawa ko ng plates tinapalan na ng salonpas ang likod ko AcademicBreakNow,kaka gawa plates tinapalan salonpas academicbreaknow,0,-2,13,0.0,0
439,matutulog na me bco z gigising pa akoooo mga am para mag studyyyy HAGHAHAHAAH AcademicBreakNow bobonaako pagodnaakoooo,matutulog bco z gigising akoooo mag studyyyy haghahahaah academicbreaknow bobonaako pagodnaakoooo,0,0,17,0.0,0
440,hindi nakapag review AcademicBreakNow,nakapag review academicbreaknow,0,0,4,0.0,0
441,AcademicBreakNow binebreak out na po ako tama na,academicbreaknow binebreak po tama,1,0,8,1.0,1
442,ung crux q my crux ng iba happycrushlang AcademicBreakNow buhay angpoginiya angsmartniya Christiansiya,ung crux q crux happycrushlang academicbreaknow buhay angpoginiya angsmartniya christiansiya,1,0,13,1.0,1
443,hindi na ako nakakapag focus sa stan acc at sa fortunas AcademicBreakNow t co qVxa NdPnD,nakakapag focus stan acc fortunas academicbreaknow co qvxa ndpnd,0,0,16,0.0,0
444,AcademicBreakNow haha pagod na aq niwala na akong update sa kpop nawala sa isip ko album ni xiumin t co THPkflRD,academicbreaknow haha pagod aq niwala akong update kpop nawala isip album xiumin co thpkflrd,0,-2,21,0.0,0
445,academicbreaknow thangina pagod nako,academicbreaknow thangina pagod nako,0,0,4,0.0,0
446,hindi na ako nakakapagfocus kay hajiro AcademicBreakNow,nakakapagfocus kay hajiro academicbreaknow,0,0,7,0.0,0
447,hindi na ako nakakapagfocus kay lie AcademicBreakNow,nakakapagfocus kay lie academicbreaknow,0,-2,7,0.0,0
448,ayoko na magaral AcademicBreakNow,ayoko magaral academicbreaknow,0,0,4,0.0,0
449,enlistment palang ng subjects pagod na ako pls AcademicBreakNow,enlistment palang subjects pagod pls academicbreaknow,0,0,9,0.0,0
450,Kung hindi ganito kaganda classmates ko wag na lang mag drop out na ako AcademicBreakNow t co fmR kh jc,ganito kaganda classmates wag lang mag drop academicbreaknow co fmr kh jc,0,0,20,0.0,0
455,ayoko napo akala ko school yung pinasukan ko impyerno pala academicbreaknow emz t co ZM KruYeC t co i t Tkeky,ayoko napo akala school yung pinasukan impyerno pala academicbreaknow emz co zm kruyec co tkeky,0,-3,21,0.0,0
457,kung hindi sana ako nagplantsa e di hindi sana ako napaso hmp AcademicBreakNow,sana nagplantsa e di sana napaso hmp academicbreaknow,0,-2,13,0.0,0
459,tangina may deadline ako pm i DONT UNDERSTAND SHIT AcademicBreakNow,tangina deadline pm dont understand shit academicbreaknow,0,0,10,0.0,0
460,it takes me a lot of days na pala bago matapos yung binabasang au no kingina AcademicBreakNow na talaga,takes lot days pala matapos yung binabasang au kingina academicbreaknow talaga,3,-2,19,0.2,1
465,tangina AcademicBreakNow,tangina academicbreaknow,0,0,2,0.0,0
470,AcademicBreakNow kawawa naman po akong taga th floor sakit na ng aking katawan pati ulo sakitin era ko na,academicbreaknow kawawa naman po akong taga th floor sakit katawan pati ulo sakitin era,0,-4,19,0.0,0
473,weekend ba talaga to academicbreaknow,weekend ba talaga academicbreaknow,1,0,5,1.0,1
474,Tangina ang hirap ng experimental psychology gusto ko na agad magpahinga AcademicBreakNow,tangina hirap experimental psychology agad magpahinga academicbreaknow,1,-2,12,-0.3333333333333333,0
475,miss q na magscroll lang sa twt all day maging updated sa seventeen makipaghalubilo sa carat circle ko hay putanginang f f to AcademicBreakNow,miss q magscroll lang twt day updated seventeen makipaghalubilo carat circle hay putanginang f f academicbreaknow,0,0,24,0.0,0
476,nasakit na ulo at mata ko sa reaction paper AcademicBreakNow,nasakit ulo mata reaction paper academicbreaknow,0,0,10,0.0,0
480,Academics who manage their energy wisely are happier and also more productive Energy management includes taking proper breaks When did you last take an energy audit t co vCjwk mnzt AcademicTwitter AcademicChatter AcademicBreakNow phdlife,academics manage energy wisely happier also productive energy management includes taking proper breaks last take energy audit co vcjwk mnzt academictwitter academicchatter academicbreaknow phdlife,4,0,34,0.6,1
482,academicbreaknow joke gt lt,academicbreaknow joke gt lt,0,0,4,0.0,0
483,AcademicBreakNow ang lala na talaga ng ftf t co i MHx bsT,academicbreaknow lala talaga ftf co mhx bst,1,0,12,1.0,1
484,What does working consistently look like for researchers and writers Probably not much like you think Listen t co ujVN tgrH AcademicTwitter AcademicBreakNow AcademicChatter fridaymorning FridayFeeling FridayVibes weekend WritingCommmunity PhD phdlife t co UqD vSRjLf,working consistently look like researchers writers probably much like think listen co ujvn tgrh academictwitter academicbreaknow academicchatter fridaymorning fridayfeeling fridayvibes weekend writingcommmunity phd phdlife co uqd vsrjlf,3,0,35,1.0,1
485,ayan ang sana all sa weekend binge watch ko mga namiss kong contents pero mukhang impossible na naman academicbreaknow emz,ayan sana weekend binge watch namiss contents mukhang impossible naman academicbreaknow emz,0,0,20,0.0,0
487,Hi everyone haha nakabalik na din sa wakas AcademicBreakNow kase di na ako updated lol,hi everyone haha nakabalik wakas academicbreaknow kase di updated lol,0,0,15,0.0,0
489,With your permission I ll add one more line Rest enough to be productive in the morrow Happy weekends everyone AcademicBreakNow t co ZbFz cCcZ,permission add one line rest enough productive morrow happy weekends everyone academicbreaknow co zbfz cccz,2,0,25,1.0,1
490,academicbreaknow pagod na ko mga pakshet kayo,academicbreaknow pagod pakshet kayo,0,-2,7,0.0,0
492,AcademicBreakNow pagod na ko magbitbit ng bag,academicbreaknow pagod magbitbit bag,0,0,7,0.0,0
494,Ah the life of a teacher My students said I gave them heart attacks I thought I was just adding a little light humor to our lives AcademicChatter AcademicBreakNow collegestudents AcademicBreak t co D Ww A,ah life teacher students said gave heart attacks thought adding little light humor lives academicchatter academicbreaknow collegestudents academicbreak co ww,3,0,36,0.5,1
499,AcademicBreakNow kasi pagod na me char,academicbreaknow kasi pagod char,0,0,6,0.0,0
500,AcademicBreakNow wala na akong time sa kpop kpop na yan t co pLq hezQLg,academicbreaknow wala akong time kpop kpop yan co plq hezqlg,0,0,14,0.0,0
508,grabe kana c a t dko na kinakaya AcademicBreakNow AcademicBreak,grabe kana c dko kinakaya academicbreaknow academicbreak,1,0,10,1.0,1
510,kasalanan to ng ftf bakit di na ko updated sa mga bebe boys ko AcademicBreakNow,kasalanan ftf di updated bebe boys academicbreaknow,0,0,15,0.0,0
512,AcademicBreakNow wala na po kong time para mag breakdown sa dami ng activities na pinapagawa,academicbreaknow wala po time mag breakdown dami activities pinapagawa,0,-2,15,0.0,0
515,Clearance of small intestinal crypts involves goblet cell mucus secretion by intracellular granule rupture and enterocyte ion transport SciComm science news research AcademicChatter AcademicBreakNow t co iA qDpaqZa,clearance small intestinal crypts involves goblet cell mucus secretion intracellular granule rupture enterocyte ion transport scicomm science news research academicchatter academicbreaknow co ia qdpaqza,0,0,28,0.0,0
519,tangina napapabayaan q na kpop manhwa anime novels tas bl boys q hays sobra ka na AcademicBreakNow quit pagod,tangina napapabayaan q kpop manhwa anime novels tas bl boys q hays sobra academicbreaknow quit pagod,0,-3,19,0.0,0
520,breakdown pero keri lang AcademicBreakNow t co Y JixVwkNJ,breakdown keri lang academicbreaknow co jixvwknj,0,0,9,0.0,0
521,tangina AcademicBreakNow fleece,tangina academicbreaknow fleece,0,0,3,0.0,0
522,dko na kinakaya mag aral AcademicBreakNow,dko kinakaya mag aral academicbreaknow,1,0,6,1.0,1
528,pagod na ko magkulot academicbreaknow,pagod magkulot academicbreaknow,0,0,5,0.0,0
532,naglalaro ako ng roblox nago overthink ako kung may gawain ba ako o wala haha gago MentalHealthAwareness AcademicFreezeNOW AcademicBreakNOW,naglalaro roblox nago overthink gawain ba wala haha gago mentalhealthawareness academicfreezenow academicbreaknow,0,-2,19,0.0,0
539,ayaw ko na AcademicBreakNow,ayaw academicbreaknow,0,0,4,0.0,0
540,AcademicBreakNow cHAROT yung pagod ko pang isang taon na fLeeZCee,academicbreaknow charot yung pagod pang taon fleezcee,0,0,10,0.0,0
542,hindi na AcademicBreakNow jk,academicbreaknow jk,0,0,4,0.0,0
543,ang haba na ng tulog ko pero pagod na pagod pa rin ak academicbreaknow,haba tulog pagod pagod rin ak academicbreaknow,0,-3,14,0.0,0
546,Goodmorning furries ill be gordon ramsay for today and serve the best burger patty AcademicBreakNow,goodmorning furries ill gordon ramsay today serve best burger patty academicbreaknow,1,0,15,1.0,1
550,Download our FREE OpenAccess Book Now Values for a Post Pandemic Future COVID Pandemic Philosophy Ethics Technology AI Engineering RRI ResponsibleInnovation Innovation AcademicTwitter AcademicChatter AcademicBreakNow t co gqAfphsl N,download free openaccess book values post pandemic future covid pandemic philosophy ethics technology ai engineering rri responsibleinnovation innovation academictwitter academicchatter academicbreaknow co gqafphsl n,1,0,29,1.0,1
551,AcademicBreakNow hindi na po ako makausap ng ayos,academicbreaknow po makausap ayos,0,0,8,0.0,0
552,sgshabajanbs pwede ba wag na mag aral chos academicbreaknow,sgshabajanbs pwede ba wag mag aral chos academicbreaknow,1,0,9,1.0,1
553,i can t keep up properly PLS academicbreaknow,keep properly pls academicbreaknow,1,0,8,1.0,1
556,AcademicBreakNow pagod na akong makipag plastikan,academicbreaknow pagod akong makipag plastikan,0,0,6,0.0,0
557,kapoy nag skwela AcademicBreakNow chariiiz mej,kapoy nag skwela academicbreaknow chariiiz mej,0,0,6,0.0,0
558,AcademicBreakNow joke,academicbreaknow joke,0,0,2,0.0,0
559,miss ko na sya academicbreaknow,miss sya academicbreaknow,0,0,5,0.0,0
561,aah naman hinay hinay mahina ang kalaban ha AcademicBreakNow,aah naman hinay hinay mahina kalaban ha academicbreaknow,0,-2,9,0.0,0
566,bakit parang wala na kami karapatan magpahinga sunod sunod naman na kami binibigyan ng mga activites assignment practicum at reporting in just one week lang tapos next week exam na agad bro AcademicBreakNow,parang wala karapatan magpahinga sunod sunod naman binibigyan activites assignment practicum reporting one week lang tapos next week exam agad bro academicbreaknow,1,-2,33,-0.3333333333333333,0
567,me only has one class today also me ayoko n academicbreaknow,one class today also ayoko n academicbreaknow,0,0,11,0.0,0
568,AJAKWJWJSJJSJS I still have cough and cold AcademicBreakNow t co rKafhtifuE,ajakwjwjsjjsjs still cough cold academicbreaknow co rkafhtifue,0,0,11,0.0,0
569,How happy are you really Watch this great cartoon happy life happiness AcademicTwitter AcademicChatter AcademicBreakNow t co rl m NVeiw,happy really watch great cartoon happy life happiness academictwitter academicchatter academicbreaknow co rl nveiw,4,0,20,1.0,1
571,i think im caught up now back to working on this presentation aknskdkdkd wish me luck but also academicbreaknow or maybe endthesem,think im caught back working presentation aknskdkdkd wish luck also academicbreaknow maybe endthesem,1,0,22,1.0,1
572,wala na akong pang ootd AcademicBreakNow,wala akong pang ootd academicbreaknow,0,0,6,0.0,0
576,humanda talaga kayu sa evaluation ocap chors cancelAssignmentTab AcademicBreakNow,humanda talaga kayu evaluation ocap chors cancelassignmenttab academicbreaknow,1,0,9,1.0,1
577,quizes assignments readings petas jusqdai ano na ba gagawin ko dito idagdag pa yung hindi q gets na lesson i think iyakan na lang AcademicBreakNow,quizes assignments readings petas jusqdai ba idagdag yung q gets lesson think iyakan lang academicbreaknow,0,0,25,0.0,0
